Income,MntMeatProducts,cluster
36262.0,54.0,3
22634.0,11.0,3
47025.0,59.0,1
70566.0,215.0,2
31605.0,42.0,3
52034.0,93.0,1
48526.0,23.0,1
46734.0,137.0,1
39552.0,147.0,3
86358.0,494.0,2
46931.0,17.0,1
16581.0,4.0,3
63998.0,556.0,2
67381.0,53.0,2
25930.0,2.0,3
42693.0,20.0,1
85606.0,556.0,2
72903.0,556.0,2
49669.0,107.0,1
36778.0,34.0,3
85696.0,395.0,2
10979.0,10.0,3
49678.0,56.0,1
56129.0,133.0,1
37155.0,26.0,3
21282.0,8.0,3
33419.0,12.0,3
63285.0,249.0,1
21255.0,25.0,3
42162.0,59.0,1
54450.0,171.0,1
57744.0,39.0,1
26576.0,8.0,3
57513.0,183.0,1
68142.0,196.0,2
7500.0,3.0,3
83145.0,556.0,2
54197.0,37.0,1
23091.0,11.0,3
46049.0,112.0,1
56715.0,239.0,1
79410.0,483.0,2
57304.0,329.0,1
44375.0,28.0,1
54450.0,171.0,1
59594.0,29.0,1
80685.0,556.0,2
40344.0,6.0,1
62710.0,83.0,1
48985.0,18.0,1
35322.0,37.0,3
77142.0,162.0,2
81657.0,425.0,2
14421.0,2.0,3
20130.0,3.0,3
74214.0,547.0,2
66726.0,35.0,2
23724.0,15.0,3
47353.0,19.0,1
33444.0,8.0,3
54386.0,64.0,1
28510.0,19.0,3
90638.0,556.0,2
48070.0,83.0,1
43140.0,76.0,1
54959.0,60.0,1
15056.0,3.0,3
26954.0,11.0,3
22327.0,8.0,3
44393.0,20.0,1
62000.0,101.0,1
31497.0,28.0,3
45894.0,7.0,1
78579.0,549.0,2
67369.0,70.0,2
58401.0,11.0,1
62307.0,34.0,1
43641.0,51.0,1
63841.0,100.0,1
46891.0,23.0,1
70091.0,137.0,2
78075.0,259.0,2
59184.0,113.0,1
54809.0,57.0,1
58113.0,169.0,1
51412.0,29.0,1
15287.0,8.0,3
66636.0,556.0,2
50965.0,85.0,1
84618.0,556.0,2
18351.0,9.0,3
40451.0,4.0,1
36317.0,25.0,3
42213.0,24.0,1
65748.0,93.0,2
77044.0,242.0,2
74918.0,556.0,2
56721.0,39.0,1
42160.0,45.0,1
61559.0,88.0,1
33629.0,16.0,3
68682.0,505.0,2
34377.0,22.0,3
8940.0,3.0,3
26228.0,4.0,3
77297.0,109.0,2
40211.0,7.0,1
33438.0,16.0,3
75032.0,180.0,2
61284.0,106.0,1
22518.0,12.0,3
54730.0,17.0,1
38452.0,14.0,3
44421.0,59.0,1
38197.0,11.0,3
41986.0,8.0,1
28427.0,19.0,3
37395.0,9.0,3
64722.0,280.0,2
55249.0,19.0,1
84906.0,414.0,2
28691.0,13.0,3
44213.0,35.0,1
25707.0,2.0,3
59062.0,12.0,1
76624.0,147.0,2
66000.0,270.0,2
27683.0,121.0,3
1730.0,3.0,3
7500.0,18.0,3
40521.0,5.0,1
20427.0,4.0,3
65106.0,133.0,2
69969.0,514.0,2
67433.0,259.0,2
77766.0,265.0,2
74716.0,421.0,2
68118.0,123.0,2
55158.0,87.0,1
62972.0,47.0,1
74190.0,86.0,2
39356.0,2.0,3
76653.0,556.0,2
35860.0,8.0,3
90687.0,556.0,2
73450.0,415.0,2
31454.0,11.0,3
47139.0,12.0,1
83829.0,430.0,2
53378.0,152.0,1
19656.0,9.0,3
45579.0,33.0,1
85485.0,556.0,2
55956.0,104.0,1
64191.0,186.0,2
38808.0,52.0,3
57183.0,64.0,1
23748.0,29.0,3
66303.0,96.0,2
37368.0,11.0,3
40800.0,27.0,1
71847.0,106.0,2
46149.0,71.0,1
78687.0,556.0,2
49118.0,239.0,1
37633.0,20.0,3
39767.0,204.0,3
26997.0,78.0,3
33986.0,18.0,3
57091.0,24.0,1
46831.0,10.0,1
83151.0,556.0,2
52531.0,151.0,1
15759.0,5.0,3
22804.0,7.0,3
43050.0,24.0,1
42997.0,5.0,1
48918.0,9.0,1
60033.0,57.0,1
34043.0,14.0,3
57811.0,114.0,1
78569.0,556.0,2
7500.0,4.0,3
117416.25,9.0,2
94384.0,556.0,2
23148.0,8.0,3
44267.0,65.0,1
71626.0,376.0,2
60894.0,155.0,1
50200.0,51.0,1
81051.0,249.0,2
65169.0,69.0,2
59868.0,154.0,1
65695.0,189.0,2
64857.0,556.0,2
45143.0,74.0,1
74805.0,209.0,2
59060.0,111.0,1
27238.0,17.0,3
47009.0,73.0,1
46094.0,20.0,1
40321.0,21.0,1
37235.0,9.0,3
81843.0,537.0,2
46692.0,97.0,1
77382.0,231.0,2
37774.0,107.0,3
18393.0,13.0,3
72828.0,235.0,2
24711.0,25.0,3
45503.0,44.0,1
6560.0,26.0,3
71604.0,528.0,2
27244.0,17.0,3
48752.0,100.0,1
71434.0,217.0,2
90842.0,118.0,2
88097.0,480.0,2
51948.0,54.0,1
71853.0,413.0,2
35876.0,40.0,3
40049.0,7.0,1
39660.0,78.0,3
50127.0,21.0,1
43263.0,61.0,1
62845.0,45.0,1
18929.0,8.0,3
24367.0,2.0,3
33249.0,21.0,3
26887.0,4.0,3
50150.0,92.0,1
62061.0,84.0,1
85696.0,395.0,2
76542.0,556.0,2
70515.0,452.0,2
18227.0,7.0,3
69139.0,75.0,2
69109.0,459.0,2
69627.0,215.0,2
38136.0,27.0,3
62159.0,259.0,1
80695.0,556.0,2
33316.0,31.0,3
58554.0,68.0,1
17256.0,14.0,3
53034.0,196.0,1
52203.0,238.0,1
59601.0,69.0,1
75154.0,205.0,2
47025.0,108.0,1
37971.0,10.0,3
41335.0,21.0,1
67267.0,59.0,2
57338.0,52.0,1
50523.0,24.0,1
35791.0,5.0,3
50611.0,24.0,1
56242.0,167.0,1
48904.0,38.0,1
56243.0,35.0,1
21355.0,14.0,3
57420.0,18.0,1
52247.25135379061,65.0,1
46390.0,64.0,1
54342.0,34.0,1
52247.25135379061,12.0,1
52247.25135379061,9.0,1
20895.0,17.0,3
92344.0,556.0,2
52247.25135379061,13.0,1
26907.0,7.0,3
44964.0,17.0,1
75507.0,374.0,2
53761.0,76.0,1
22682.0,29.0,3
38887.0,13.0,3
41658.0,12.0,1
29791.0,6.0,3
63915.0,115.0,2
39996.0,3.0,1
26759.0,16.0,3
63841.0,100.0,1
51039.0,79.0,1
60544.0,43.0,1
65685.0,49.0,2
37716.0,41.0,3
36864.0,39.0,3
44511.0,133.0,1
36947.0,21.0,3
47352.0,112.0,1
67087.0,222.0,2
57045.0,104.0,1
36957.0,16.0,3
69389.0,238.0,2
80134.0,272.0,2
43142.0,7.0,1
80589.0,520.0,2
34412.0,50.0,3
57537.0,139.0,1
22634.0,11.0,3
51315.0,39.0,1
36026.0,10.0,3
24639.0,16.0,3
34578.0,1.0,3
65704.0,74.0,2
63810.0,253.0,1
54132.0,8.0,1
18690.0,7.0,3
28164.0,26.0,3
34596.0,2.0,3
43269.0,7.0,1
38741.0,17.0,3
31907.0,64.0,3
27100.0,13.0,3
31163.0,10.0,3
92533.0,118.0,2
34853.0,15.0,3
70844.0,67.0,2
31086.0,11.0,3
60544.0,43.0,1
20491.0,5.0,3
42523.0,11.0,1
39922.0,59.0,1
33402.0,19.0,3
36408.0,4.0,3
21645.0,23.0,3
78427.0,556.0,2
82657.0,556.0,2
51876.0,102.0,1
78041.0,553.0,2
52852.0,99.0,1
70038.0,348.0,2
69401.0,159.0,2
46053.0,92.0,1
77343.0,556.0,2
73892.0,556.0,2
40304.0,17.0,1
32727.0,180.0,3
68695.0,356.0,2
43300.0,52.0,1
26290.0,16.0,3
93790.0,556.0,2
38410.0,123.0,3
64866.0,21.0,2
57957.0,177.0,1
46015.0,2.0,1
16531.0,6.0,3
28072.0,10.0,3
49476.0,95.0,1
50725.0,75.0,1
83844.0,345.0,2
41145.0,3.0,1
67419.0,352.0,2
23162.0,9.0,3
34380.0,58.0,3
34704.0,5.0,3
94871.0,553.0,2
65148.0,422.0,2
39898.0,26.0,1
64857.0,556.0,2
59892.0,13.0,1
41020.0,54.0,1
57072.0,60.0,1
60474.0,303.0,1
62807.0,135.0,1
19414.0,12.0,3
19107.0,9.0,3
75484.0,259.0,2
70379.0,142.0,2
79419.0,556.0,2
64014.0,30.0,2
76998.0,161.0,2
49854.0,171.0,1
60585.0,309.0,1
42873.0,40.0,1
87679.0,556.0,2
57867.0,178.0,1
35765.0,30.0,3
65492.0,295.0,2
32952.0,12.0,3
53374.0,101.0,1
71706.0,253.0,2
68487.0,385.0,2
53253.0,57.0,1
31163.0,10.0,3
42014.0,108.0,1
54108.0,91.0,1
49667.0,120.0,1
63206.0,125.0,1
57136.0,109.0,1
46772.0,189.0,1
78931.0,170.0,2
53977.0,165.0,1
84219.0,400.0,2
46098.0,27.0,1
73538.0,428.0,2
79529.0,556.0,2
20981.0,10.0,3
51766.0,87.0,1
55759.0,85.0,1
33039.0,12.0,3
37787.0,40.0,3
27242.0,26.0,3
87188.0,556.0,2
69930.0,556.0,2
37697.0,21.0,3
37401.0,19.0,3
3502.0,1.0,3
58597.0,184.0,1
82032.0,377.0,2
28087.0,17.0,3
74004.0,556.0,2
19740.0,3.0,3
57036.0,219.0,1
53083.0,33.0,1
69283.0,134.0,2
46098.0,27.0,1
23331.0,7.0,3
23331.0,101.0,3
9255.0,7.0,3
67786.0,441.0,2
71969.0,76.0,2
59235.0,469.0,1
31928.0,24.0,3
74881.0,270.0,2
65819.0,556.0,2
51411.0,3.0,1
51983.0,115.0,1
42386.0,16.0,1
30390.0,12.0,3
30983.0,50.0,3
66033.0,179.0,2
37284.0,2.0,3
57530.0,27.0,1
76800.0,255.0,2
63943.0,368.0,2
76081.0,415.0,2
67445.0,217.0,2
37054.0,6.0,3
47175.0,44.0,1
31859.0,3.0,3
27215.0,22.0,3
70179.0,168.0,2
39922.0,59.0,1
49681.0,26.0,1
24645.0,4.0,3
79865.0,278.0,2
44322.0,40.0,1
47958.0,88.0,1
63972.0,254.0,2
75315.0,171.0,2
55517.0,108.0,1
75283.0,180.0,2
82800.0,115.0,2
38998.0,14.0,3
90638.0,556.0,2
27161.0,23.0,3
42014.0,108.0,1
38201.0,23.0,3
45203.0,67.0,1
81574.0,465.0,2
34935.0,66.0,3
60482.0,134.0,1
34633.0,5.0,3
78093.0,556.0,2
82460.0,556.0,2
45903.0,10.0,1
81361.0,424.0,2
35860.0,8.0,3
40442.0,52.0,1
61482.0,68.0,1
34968.0,45.0,3
75794.0,556.0,2
31497.0,28.0,3
74268.0,315.0,2
13724.0,5.0,3
45143.0,74.0,1
52569.0,3.0,1
48432.0,50.0,1
17144.0,19.0,3
36108.0,129.0,3
76445.0,309.0,2
36663.0,6.0,3
53843.0,88.0,1
90226.0,556.0,2
70638.0,215.0,2
44512.0,6.0,1
27116.0,21.0,3
54072.0,4.0,1
71855.0,422.0,2
51250.0,230.0,1
60432.0,15.0,1
65526.0,69.0,2
68655.0,556.0,2
12393.0,15.0,3
64509.0,556.0,2
33955.0,128.0,3
31353.0,10.0,3
55434.0,215.0,1
28359.0,5.0,3
57100.0,99.0,1
69139.0,75.0,2
52973.0,76.0,1
51717.0,17.0,1
18793.0,20.0,3
66664.0,447.0,2
50664.0,104.0,1
54414.0,16.0,1
54549.0,6.0,1
47111.0,153.0,1
41003.0,142.0,1
19444.0,23.0,3
36301.0,35.0,3
73059.0,420.0,2
42731.0,51.0,1
52854.0,10.0,1
22775.0,8.0,3
46681.0,69.0,1
59821.0,70.0,1
50002.0,71.0,1
69755.0,373.0,2
44078.0,10.0,1
30560.0,5.0,3
35924.0,14.0,3
64140.0,61.0,2
56386.0,214.0,1
24594.0,6.0,3
75774.0,134.0,2
39228.0,6.0,3
58494.0,68.0,1
58684.0,179.0,1
57136.0,556.0,1
56551.0,32.0,1
22448.0,8.0,3
82014.0,265.0,2
34213.0,28.0,3
117416.25,556.0,2
25358.0,5.0,3
35544.0,23.0,3
36634.0,76.0,3
62670.0,92.0,1
50334.0,160.0,1
72066.0,536.0,2
50729.0,143.0,1
34916.0,82.0,3
64892.0,230.0,2
43602.0,12.0,1
33996.0,15.0,3
41473.0,20.0,1
63246.0,91.0,1
36732.0,3.0,3
69084.0,199.0,2
77766.0,265.0,2
37929.0,46.0,3
86610.0,556.0,2
80141.0,556.0,2
72635.0,323.0,2
69016.0,363.0,2
20193.0,22.0,3
27573.0,110.0,3
15862.0,4.0,3
49544.0,73.0,1
33228.0,31.0,3
70440.0,499.0,2
38232.0,28.0,3
22554.0,10.0,3
23536.0,3.0,3
49413.0,41.0,1
42231.0,8.0,1
78789.0,556.0,2
56534.0,61.0,1
58350.0,206.0,1
81217.0,324.0,2
49090.0,82.0,1
61787.0,414.0,1
18169.0,5.0,3
24336.0,2.0,3
18222.0,19.0,3
62335.0,217.0,1
42033.0,4.0,1
86580.0,127.0,2
41437.0,2.0,1
73705.0,520.0,2
61064.0,342.0,1
38452.0,14.0,3
18358.0,19.0,3
55012.0,65.0,1
9722.0,16.0,3
38175.0,69.0,3
58656.0,194.0,1
52117.0,107.0,1
64813.0,124.0,2
54222.0,31.0,1
83512.0,556.0,2
77520.0,396.0,2
41154.0,11.0,1
80398.0,556.0,2
18746.0,11.0,3
35196.0,141.0,3
60230.0,367.0,1
22108.0,9.0,3
44392.0,71.0,1
55424.0,184.0,1
17688.0,1.0,3
92491.0,556.0,2
90273.0,556.0,2
82571.0,556.0,2
38513.0,115.0,3
16653.0,31.0,3
42586.0,56.0,1
23529.0,13.0,3
74881.0,270.0,2
71107.0,217.0,2
46910.0,14.0,1
18690.0,7.0,3
37244.0,10.0,3
82427.0,509.0,2
75342.0,97.0,2
70044.0,250.0,2
79146.0,223.0,2
77437.0,442.0,2
54984.0,131.0,1
42403.0,11.0,1
55761.0,12.0,1
37292.0,86.0,3
45576.0,29.0,1
70321.0,556.0,2
58086.0,62.0,1
81795.0,556.0,2
28389.0,3.0,3
66835.0,195.0,2
69901.0,206.0,2
80360.0,454.0,2
63342.0,118.0,1
44989.0,106.0,1
31859.0,7.0,3
51569.0,47.0,1
30372.0,12.0,3
16014.0,4.0,3
41120.0,23.0,1
39763.0,60.0,3
38725.0,6.0,3
77981.0,204.0,2
62905.0,96.0,1
13533.0,8.0,3
59481.0,85.0,1
72117.0,171.0,2
21955.0,7.0,3
67131.0,250.0,2
36802.0,2.0,3
71853.0,413.0,2
28249.0,7.0,3
47808.0,26.0,1
25509.0,30.0,3
51012.0,63.0,1
70596.0,534.0,2
85431.0,462.0,2
42664.0,3.0,1
42586.0,56.0,1
29760.0,68.0,3
28973.0,46.0,3
39435.0,18.0,3
65370.0,112.0,2
20194.0,7.0,3
42473.0,21.0,1
64590.0,168.0,2
71232.0,170.0,2
34600.0,60.0,3
46904.0,56.0,1
49094.0,38.0,1
36075.0,30.0,3
60839.0,128.0,1
77298.0,292.0,2
34026.0,15.0,3
48918.0,9.0,1
82122.0,350.0,2
37697.0,21.0,3
34074.0,41.0,3
28520.0,10.0,3
62535.0,90.0,1
36273.0,30.0,3
63404.0,70.0,1
75774.0,134.0,2
78416.0,279.0,2
75702.0,556.0,2
59385.0,10.0,1
37070.0,137.0,3
44689.0,5.0,1
53977.0,165.0,1
7144.0,33.0,3
18701.0,2.0,3
90369.0,556.0,2
63159.0,556.0,1
37758.0,10.0,3
46757.0,163.0,1
79734.0,232.0,2
63207.0,556.0,1
72071.0,300.0,2
21840.0,9.0,3
58582.0,106.0,1
72282.0,419.0,2
50387.0,87.0,1
32583.0,3.0,3
62568.0,398.0,1
44635.0,9.0,1
33316.0,31.0,3
63967.0,141.0,2
52513.0,241.0,1
25293.0,11.0,3
54111.0,54.0,1
78394.0,556.0,2
80739.0,556.0,2
22669.0,36.0,3
29236.0,24.0,3
44911.0,22.0,1
54693.0,142.0,1
48186.0,66.0,1
54809.0,57.0,1
41580.0,24.0,1
80336.0,456.0,2
47743.0,43.0,1
62972.0,47.0,1
57333.0,397.0,1
32313.0,56.0,3
84953.0,556.0,2
27071.0,19.0,3
68148.0,408.0,2
65735.0,119.0,2
86836.0,273.0,2
4023.0,1.0,3
30093.0,28.0,3
57705.0,53.0,1
25008.0,8.0,3
83257.0,556.0,2
22280.0,4.0,3
72159.0,556.0,2
64260.0,556.0,2
82733.0,420.0,2
74290.0,72.0,2
58217.0,13.0,1
21024.0,18.0,3
70116.0,556.0,2
54006.0,203.0,1
69063.0,124.0,2
11448.0,0.0,3
61825.0,100.0,1
70886.0,239.0,2
69109.0,459.0,2
60208.0,71.0,1
32889.0,13.0,3
34738.0,10.0,3
30538.0,52.0,3
82326.0,556.0,2
26642.0,15.0,3
69932.0,153.0,2
44503.0,8.0,1
60200.0,132.0,1
49638.0,3.0,1
23830.0,6.0,3
33051.0,243.0,3
72905.0,445.0,2
69702.0,240.0,2
70300.0,338.0,2
70643.0,304.0,2
30396.0,6.0,3
50616.0,16.0,1
62772.0,157.0,1
30298.0,12.0,3
52413.0,133.0,1
44155.0,9.0,1
86979.0,556.0,2
76532.0,177.0,2
42081.0,110.0,1
67546.0,556.0,2
88420.0,556.0,2
31158.0,16.0,3
61671.0,56.0,1
69719.0,208.0,2
49160.0,43.0,1
24882.0,10.0,3
90933.0,430.0,2
113734.0,3.0,2
59292.0,68.0,1
45759.0,18.0,1
22148.0,14.0,3
73395.0,80.0,2
29819.0,24.0,3
45688.0,18.0,1
62820.0,265.0,1
60491.0,237.0,1
33235.0,16.0,3
35701.0,9.0,3
31535.0,13.0,3
92556.0,352.0,2
67384.0,175.0,2
80573.0,430.0,2
77870.0,500.0,2
52278.0,71.0,1
57107.0,120.0,1
18929.0,8.0,3
36038.0,15.0,3
20180.0,24.0,3
34230.0,4.0,3
31878.0,5.0,3
70932.0,100.0,2
91249.0,119.0,2
77598.0,281.0,2
80982.0,401.0,2
22701.0,9.0,3
55212.0,45.0,1
70617.0,556.0,2
64849.0,350.0,2
62694.0,157.0,1
61917.0,36.0,1
67472.0,127.0,2
21059.0,19.0,3
29543.0,18.0,3
75903.0,185.0,2
34984.0,15.0,3
54998.0,202.0,1
54356.0,30.0,1
34242.0,4.0,3
25410.0,4.0,3
73356.0,322.0,2
28320.0,14.0,3
23763.0,6.0,3
72570.0,216.0,2
34529.0,38.0,3
70792.0,556.0,2
63211.0,459.0,1
83891.0,350.0,2
36065.0,34.0,3
39898.0,26.0,1
51141.0,7.0,1
56939.0,103.0,1
80872.0,556.0,2
72335.0,556.0,2
61798.0,89.0,1
76842.0,345.0,2
29478.0,7.0,3
46998.0,86.0,1
96843.0,556.0,2
56551.0,32.0,1
70053.0,98.0,2
71670.0,128.0,2
44359.0,14.0,1
40887.0,44.0,1
48877.0,15.0,1
74485.0,556.0,2
64474.0,172.0,2
77226.0,239.0,2
72643.0,553.0,2
85738.0,376.0,2
55686.0,199.0,1
39062.0,9.0,3
34600.0,60.0,3
40794.0,73.0,1
54690.0,37.0,1
4428.0,12.0,3
32632.0,137.0,3
38236.0,18.0,3
36781.0,17.0,3
31385.0,12.0,3
24570.0,62.0,3
25509.0,30.0,3
94642.0,556.0,2
58646.0,44.0,1
53201.0,81.0,1
21994.0,6.0,3
57113.0,33.0,1
51373.0,101.0,1
23477.0,54.0,3
58116.0,130.0,1
72968.0,556.0,2
39791.0,27.0,3
91712.0,556.0,2
94472.0,417.0,2
13672.0,9.0,3
96547.0,125.0,2
79205.0,117.0,2
56559.0,133.0,1
32644.0,141.0,3
67506.0,67.0,2
24206.0,8.0,3
28420.0,5.0,3
22979.0,19.0,3
33279.0,3.0,3
46423.0,16.0,1
30368.0,13.0,3
63684.0,428.0,1
41638.0,31.0,1
68805.0,49.0,2
65814.0,113.0,2
71964.0,556.0,2
39146.0,33.0,3
96876.0,556.0,2
34445.0,122.0,3
68281.0,417.0,2
37284.0,2.0,3
36790.0,14.0,3
27943.0,16.0,3
22263.0,2.0,3
30261.0,5.0,3
28587.0,17.0,3
43815.0,29.0,1
48195.0,68.0,1
77027.0,242.0,2
71322.0,226.0,2
32765.0,17.0,3
29672.0,3.0,3
23272.0,6.0,3
49912.0,223.0,1
7500.0,17.0,3
68117.0,215.0,2
67225.0,322.0,2
17649.0,23.0,3
55914.0,364.0,1
40059.0,92.0,1
60905.0,76.0,1
75330.0,257.0,2
60689.0,216.0,1
38680.0,36.0,3
61416.0,323.0,1
49767.0,197.0,1
83273.0,556.0,2
29009.0,15.0,3
45057.0,7.0,1
37150.0,64.0,3
43020.0,99.0,1
53154.0,21.0,1
65308.0,264.0,2
76467.0,426.0,2
81044.0,535.0,2
32871.0,12.0,3
55801.0,51.0,1
76320.0,214.0,2
36927.0,16.0,3
48794.0,11.0,1
23478.0,27.0,3
71128.0,447.0,2
70179.0,168.0,2
59462.0,143.0,1
52247.25135379061,48.0,1
38361.0,56.0,3
52247.25135379061,15.0,1
70038.0,348.0,2
42554.0,11.0,1
67445.0,217.0,2
67046.0,133.0,2
42192.0,15.0,1
77610.0,332.0,2
31761.0,20.0,3
34350.0,15.0,3
54591.0,94.0,1
71866.0,178.0,2
25293.0,11.0,3
42000.0,267.0,1
69520.0,414.0,2
64713.0,241.0,2
27889.0,4.0,3
22123.0,24.0,3
52247.25135379061,16.0,1
52247.25135379061,22.0,1
27803.0,46.0,3
52247.25135379061,21.0,1
51651.0,23.0,1
68487.0,385.0,2
52247.25135379061,490.0,1
56796.0,161.0,1
87000.0,556.0,2
79823.0,380.0,2
30828.0,15.0,3
34109.0,5.0,3
53367.0,140.0,1
22390.0,4.0,3
71322.0,124.0,2
79244.0,125.0,2
49912.0,223.0,1
48699.0,10.0,1
80144.0,445.0,2
54252.0,26.0,1
81929.0,278.0,2
76068.0,128.0,2
53204.0,8.0,1
67911.0,356.0,2
14796.0,8.0,3
78128.0,230.0,2
14188.0,11.0,3
20425.0,5.0,3
58646.0,44.0,1
72967.0,179.0,2
48150.0,39.0,1
82332.0,556.0,2
58275.0,253.0,1
44953.0,133.0,1
34587.0,9.0,3
43018.0,17.0,1
45736.0,180.0,1
66476.0,152.0,2
27733.0,5.0,3
69805.0,174.0,2
72217.0,450.0,2
25818.0,8.0,3
37509.0,56.0,3
25176.0,4.0,3
43586.0,11.0,1
53230.0,98.0,1
50116.0,10.0,1
84906.0,414.0,2
61286.0,107.0,1
82333.0,359.0,2
65220.0,292.0,2
33590.0,2.0,3
30992.0,14.0,3
72309.0,556.0,2
117416.25,2.0,2
16005.0,2.0,3
65487.0,500.0,2
58692.0,61.0,1
40590.0,50.0,1
20587.0,6.0,3
62637.0,48.0,1
29435.0,37.0,3
19346.0,9.0,3
35788.0,11.0,3
36997.0,12.0,3
23539.0,11.0,3
65333.0,92.0,2
78499.0,170.0,2
29732.0,8.0,3
41275.0,22.0,1
63516.0,114.0,1
42769.0,13.0,1
49572.0,16.0,1
69209.0,556.0,2
17148.0,11.0,3
40590.0,50.0,1
30560.0,5.0,3
32146.0,23.0,3
41713.0,44.0,1
34176.0,7.0,3
58482.0,115.0,1
59686.0,89.0,1
60896.0,399.0,1
62994.0,48.0,1
47320.0,111.0,1
74859.0,556.0,2
15253.0,3.0,3
31560.0,20.0,3
72071.0,300.0,2
91172.0,556.0,2
90000.0,133.0,2
41967.0,10.0,1
69263.0,32.0,2
65706.0,129.0,2
60934.0,155.0,1
71965.0,286.0,2
65210.0,70.0,2
79174.0,518.0,2
81380.0,556.0,2
48432.0,50.0,1
52914.0,44.0,1
38946.0,82.0,3
26067.0,18.0,3
44325.0,21.0,1
42523.0,11.0,1
26487.0,10.0,3
53233.0,9.0,1
67716.0,217.0,2
76234.0,167.0,2
84117.0,556.0,2
65487.0,500.0,2
25224.0,12.0,3
89616.0,556.0,2
40851.0,7.0,1
27469.0,2.0,3
82347.0,556.0,2
73803.0,363.0,2
8820.0,13.0,3
43322.0,48.0,1
55593.0,124.0,1
50501.0,38.0,1
37085.0,16.0,3
16185.0,16.0,3
57731.0,300.0,1
48432.0,50.0,1
73807.0,156.0,2
18929.0,8.0,3
35893.0,23.0,3
61014.0,495.0,1
32144.0,10.0,3
14918.0,3.0,3
45146.0,5.0,1
41769.0,131.0,1
88325.0,556.0,2
38054.0,17.0,3
80617.0,556.0,2
5305.0,7.0,3
36807.0,5.0,3
28427.0,19.0,3
82032.0,377.0,2
22775.0,8.0,3
40101.0,129.0,1
58025.0,88.0,1
75777.0,538.0,2
7500.0,11.0,3
33562.0,12.0,3
57642.0,58.0,1
58554.0,68.0,1
63777.0,106.0,1
57967.0,137.0,1
52247.25135379061,556.0,1
24434.0,8.0,3
11012.0,26.0,3
44802.0,143.0,1
26816.0,6.0,3
117416.25,18.0,2
34421.0,7.0,3
61223.0,182.0,1
64014.0,30.0,2
56981.0,217.0,1
69245.0,214.0,2
52869.0,61.0,1
